qid,name,dob,league,sport,league_id,league_id_property,proof_wikidata_url,level,source
Q5495177,Fred Frankhouse,1904-04-09T00:00:00Z,MLB,Baseball,114381,P3541,https://www.wikidata.org/wiki/Q5495177,major,wikidata
Q5524975,Gary DiSarcina,1967-11-19T00:00:00Z,MLB,Baseball,113387,P3541,https://www.wikidata.org/wiki/Q5524975,major,wikidata
Q5531253,Gene Harris,1964-12-05T00:00:00Z,MLB,Baseball,115535,P3541,https://www.wikidata.org/wiki/Q5531253,major,wikidata
Q5538268,George Culver,1943-07-08T00:00:00Z,MLB,Baseball,112933,P3541,https://www.wikidata.org/wiki/Q5538268,major,wikidata
Q5592123,Grady Hatton,1922-10-07T00:00:00Z,MLB,Baseball,115611,P3541,https://www.wikidata.org/wiki/Q5592123,major,wikidata
Q5961891,Brian Harper,1959-10-16T00:00:00Z,MLB,Baseball,115488,P3541,https://www.wikidata.org/wiki/Q5961891,major,wikidata
Q5965185,Michael Tejera,1976-10-18T00:00:00Z,MLB,Baseball,150373,P3541,https://www.wikidata.org/wiki/Q5965185,major,wikidata
Q6111890,Jack Crimian,1926-02-17T00:00:00Z,MLB,Baseball,112828,P3541,https://www.wikidata.org/wiki/Q6111890,major,wikidata
Q6115825,Jack Wilson,1912-04-12T00:00:00Z,MLB,Baseball,124407,P3541,https://www.wikidata.org/wiki/Q6115825,major,wikidata
Q6172679,Jedd Gyorko,1988-09-23T00:00:00Z,MLB,Baseball,576397,P3541,https://www.wikidata.org/wiki/Q6172679,major,wikidata
Q6186442,Jesse Hudson,1948-07-22T00:00:00Z,MLB,Baseball,116263,P3541,https://www.wikidata.org/wiki/Q6186442,major,wikidata
Q6193851,Jim Bronstad,1936-06-22T00:00:00Z,MLB,Baseball,111507,P3541,https://www.wikidata.org/wiki/Q6193851,major,wikidata
Q6195322,Jim Greengrass,1927-10-24T00:00:00Z,MLB,Baseball,115106,P3541,https://www.wikidata.org/wiki/Q6195322,major,wikidata
Q6388354,Ken Reitz,1951-06-24T00:00:00Z,MLB,Baseball,121056,P3541,https://www.wikidata.org/wiki/Q6388354,major,wikidata
Q6388437,Ken Sanders,1941-07-08T00:00:00Z,MLB,Baseball,121670,P3541,https://www.wikidata.org/wiki/Q6388437,major,wikidata
Q6394509,Kerry Dineen,1952-07-01T00:00:00Z,MLB,Baseball,113380,P3541,https://www.wikidata.org/wiki/Q6394509,major,wikidata
Q6501823,Laurin Pepper,1931-01-18T00:00:00Z,MLB,Baseball,120395,P3541,https://www.wikidata.org/wiki/Q6501823,major,wikidata
Q6701051,Luis Rivas,1979-08-30T00:00:00Z,MLB,Baseball,276372,P3541,https://www.wikidata.org/wiki/Q6701051,major,wikidata
Q6788538,Matt Davidson,1991-03-26T00:00:00Z,MLB,Baseball,571602,P3541,https://www.wikidata.org/wiki/Q6788538,major,wikidata
Q6820791,Merv Connors,1914-01-23T00:00:00Z,MLB,Baseball,112593,P3541,https://www.wikidata.org/wiki/Q6820791,major,wikidata
Q6846001,Mike Beard,1950-06-21T00:00:00Z,MLB,Baseball,110737,P3541,https://www.wikidata.org/wiki/Q6846001,major,wikidata
Q7027476,Nick Leyva,1953-08-16T00:00:00Z,MLB,Baseball,492503,P3541,https://www.wikidata.org/wiki/Q7027476,major,wikidata
Q7182148,Phil Marchildon,1913-10-25T00:00:00Z,MLB,Baseball,118279,P3541,https://www.wikidata.org/wiki/Q7182148,major,wikidata
Q7261939,Pussy Tebeau,1870-02-22T00:00:00Z,MLB,Baseball,123168,P3541,https://www.wikidata.org/wiki/Q7261939,major,wikidata
Q7297365,Ray Crone,1931-08-07T00:00:00Z,MLB,Baseball,112850,P3541,https://www.wikidata.org/wiki/Q7297365,major,wikidata
Q7331720,Rick Schu,1962-01-26T00:00:00Z,MLB,Baseball,121872,P3541,https://www.wikidata.org/wiki/Q7331720,major,wikidata
Q7331854,Rick White,1968-12-23T00:00:00Z,MLB,Baseball,124184,P3541,https://www.wikidata.org/wiki/Q7331854,major,wikidata
Q7339970,Rob Bell,1977-01-17T00:00:00Z,MLB,Baseball,150174,P3541,https://www.wikidata.org/wiki/Q7339970,major,wikidata
Q7363970,Ron Jackson,1933-10-22T00:00:00Z,MLB,Baseball,116441,P3541,https://www.wikidata.org/wiki/Q7363970,major,wikidata
Q7366826,Roric Harrison,1946-09-20T00:00:00Z,MLB,Baseball,115543,P3541,https://www.wikidata.org/wiki/Q7366826,major,wikidata
Q7812373,Todd Frohwirth,1962-09-28T00:00:00Z,MLB,Baseball,114458,P3541,https://www.wikidata.org/wiki/Q7812373,major,wikidata
Q7831851,Tracy Stallard,1937-08-31T00:00:00Z,MLB,Baseball,122648,P3541,https://www.wikidata.org/wiki/Q7831851,major,wikidata
Q7924937,Vic Wertz,1925-02-09T00:00:00Z,MLB,Baseball,124102,P3541,https://www.wikidata.org/wiki/Q7924937,major,wikidata
Q7963515,Wally Westlake,1920-11-08T00:00:00Z,MLB,Baseball,124118,P3541,https://www.wikidata.org/wiki/Q7963515,major,wikidata
Q8003431,Willard Hunter,1934-03-08T00:00:00Z,MLB,Baseball,116339,P3541,https://www.wikidata.org/wiki/Q8003431,major,wikidata
Q8021611,Willie Jones,1925-08-16T00:00:00Z,MLB,Baseball,116741,P3541,https://www.wikidata.org/wiki/Q8021611,major,wikidata
Q11330500,Víctor Zambrano,1975-08-06T00:00:00Z,MLB,Baseball,406913,P3541,https://www.wikidata.org/wiki/Q11330500,major,wikidata
Q12589205,Kim Hun-gon,1988-11-09T00:00:00Z,MLB,Baseball,598275,P3541,https://www.wikidata.org/wiki/Q12589205,major,wikidata
Q14184394,Sonny Gray,1989-11-07T00:00:00Z,MLB,Baseball,543243,P3541,https://www.wikidata.org/wiki/Q14184394,major,wikidata
Q16015754,Jack Brewer,1918-04-21T00:00:00Z,MLB,Baseball,111443,P3541,https://www.wikidata.org/wiki/Q16015754,major,wikidata
Q16194708,Jeff Montgomery,1962-01-07T00:00:00Z,MLB,Baseball,119266,P3541,https://www.wikidata.org/wiki/Q16194708,major,wikidata
Q17300515,Juan Jaime,1987-08-02T00:00:00Z,MLB,Baseball,462089,P3541,https://www.wikidata.org/wiki/Q17300515,major,wikidata
Q18638097,Tim Atherton,1991-09-14T00:00:00Z,MLB,Baseball,544381,P3541,https://www.wikidata.org/wiki/Q18638097,major,wikidata
Q30099789,Zack Granite,1992-09-17T00:00:00Z,MLB,Baseball,643335,P3541,https://www.wikidata.org/wiki/Q30099789,major,wikidata
Q54861133,Logan Gilbert,1997-05-05T00:00:00Z,MLB,Baseball,669302,P3541,https://www.wikidata.org/wiki/Q54861133,major,wikidata
Q54861367,Nick Schnell,2000-03-27T00:00:00Z,MLB,Baseball,678010,P3541,https://www.wikidata.org/wiki/Q54861367,major,wikidata
Q55874921,Ryan O'Hearn,1993-07-26T00:00:00Z,MLB,Baseball,656811,P3541,https://www.wikidata.org/wiki/Q55874921,major,wikidata
Q64745716,Locke St. John,1993-01-31T00:00:00Z,MLB,Baseball,657766,P3541,https://www.wikidata.org/wiki/Q64745716,major,wikidata
Q98113744,Roel Ramírez,1995-05-26T00:00:00Z,MLB,Baseball,641995,P3541,https://www.wikidata.org/wiki/Q98113744,major,wikidata
Q148726,Albert Pujols,1980-01-16T00:00:00Z,MLB,Baseball,405395,P3541,https://www.wikidata.org/wiki/Q148726,major,wikidata
Q382809,Hank Biasatti,1922-01-14T00:00:00Z,MLB,Baseball,110972,P3541,https://www.wikidata.org/wiki/Q382809,major,wikidata
Q1057322,Ian Kennedy,1984-12-19T00:00:00Z,MLB,Baseball,453178,P3541,https://www.wikidata.org/wiki/Q1057322,major,wikidata
Q1069430,Mike Mussina,1968-12-08T00:00:00Z,MLB,Baseball,119608,P3541,https://www.wikidata.org/wiki/Q1069430,major,wikidata
Q1185342,Chris Carpenter,1975-04-27T00:00:00Z,MLB,Baseball,112020,P3541,https://www.wikidata.org/wiki/Q1185342,major,wikidata
Q1566756,Charley Jones,1850-04-30T00:00:00Z,MLB,Baseball,116670,P3541,https://www.wikidata.org/wiki/Q1566756,major,wikidata
Q2384528,Clayton Mortensen,1985-04-10T00:00:00Z,MLB,Baseball,489150,P3541,https://www.wikidata.org/wiki/Q2384528,major,wikidata
Q2907595,Bob Brenly,1954-02-25T00:00:00Z,MLB,Baseball,111423,P3541,https://www.wikidata.org/wiki/Q2907595,major,wikidata
Q3013010,Dan Bankhead,1920-05-03T00:00:00Z,MLB,Baseball,110530,P3541,https://www.wikidata.org/wiki/Q3013010,major,wikidata
Q3023195,Dennis Sarfate,1981-04-09T00:00:00Z,MLB,Baseball,430610,P3541,https://www.wikidata.org/wiki/Q3023195,major,wikidata
Q3048387,Eduardo Sánchez,1989-02-16T00:00:00Z,MLB,Baseball,500674,P3541,https://www.wikidata.org/wiki/Q3048387,major,wikidata
Q3091438,Michael Saunders,1986-11-19T00:00:00Z,MLB,Baseball,459431,P3541,https://www.wikidata.org/wiki/Q3091438,major,wikidata
Q3186495,José Oquendo,1963-07-04T00:00:00Z,MLB,Baseball,120038,P3541,https://www.wikidata.org/wiki/Q3186495,major,wikidata
Q3192620,Kanekoa Texeira,1986-02-06T00:00:00Z,MLB,Baseball,444427,P3541,https://www.wikidata.org/wiki/Q3192620,major,wikidata
Q3267106,Luke Putkonen,1986-05-10T00:00:00Z,MLB,Baseball,446367,P3541,https://www.wikidata.org/wiki/Q3267106,major,wikidata
Q3542636,Ty Cline,1939-06-15T00:00:00Z,MLB,Baseball,112407,P3541,https://www.wikidata.org/wiki/Q3542636,major,wikidata
Q3569083,Willie Hernández,1954-11-14T00:00:00Z,MLB,Baseball,115822,P3541,https://www.wikidata.org/wiki/Q3569083,major,wikidata
Q3571444,Yamaico Navarro,1987-10-31T00:00:00Z,MLB,Baseball,501605,P3541,https://www.wikidata.org/wiki/Q3571444,major,wikidata
Q4661832,Aaron Bates,1984-03-10T00:00:00Z,MLB,Baseball,488686,P3541,https://www.wikidata.org/wiki/Q4661832,major,wikidata
Q4704453,Al Milnar,1913-12-26T00:00:00Z,MLB,Baseball,119155,P3541,https://www.wikidata.org/wiki/Q4704453,major,wikidata
Q4704709,Al Richter,1927-02-07T00:00:00Z,MLB,Baseball,121174,P3541,https://www.wikidata.org/wiki/Q4704709,major,wikidata
Q4796951,Art Mahaffey,1938-06-04T00:00:00Z,MLB,Baseball,118152,P3541,https://www.wikidata.org/wiki/Q4796951,major,wikidata
Q4885390,Ben Cantwell,1902-04-13T00:00:00Z,MLB,Baseball,111965,P3541,https://www.wikidata.org/wiki/Q4885390,major,wikidata
Q4885391,Ben Cardoni,1920-08-21T00:00:00Z,MLB,Baseball,111984,P3541,https://www.wikidata.org/wiki/Q4885391,major,wikidata
Q4910404,Bill Otis,1889-12-24T00:00:00Z,MLB,Baseball,120113,P3541,https://www.wikidata.org/wiki/Q4910404,major,wikidata
Q4912364,Billy Conigliaro,1947-08-15T00:00:00Z,MLB,Baseball,112558,P3541,https://www.wikidata.org/wiki/Q4912364,major,wikidata
Q4935005,Bobby Floyd,1943-10-20T00:00:00Z,MLB,Baseball,114262,P3541,https://www.wikidata.org/wiki/Q4935005,major,wikidata
Q4957026,Brandon Puffer,1975-10-05T00:00:00Z,MLB,Baseball,407836,P3541,https://www.wikidata.org/wiki/Q4957026,major,wikidata
Q4965941,Brick Smith,1959-05-02T00:00:00Z,MLB,Baseball,122357,P3541,https://www.wikidata.org/wiki/Q4965941,major,wikidata
Q4976532,Brownie Foreman,1875-08-06T00:00:00Z,MLB,Baseball,114312,P3541,https://www.wikidata.org/wiki/Q4976532,major,wikidata
Q4982180,Bubba Trammell,1971-11-06T00:00:00Z,MLB,Baseball,123438,P3541,https://www.wikidata.org/wiki/Q4982180,major,wikidata
Q4984944,Buddy Schultz,1950-09-19T00:00:00Z,MLB,Baseball,121885,P3541,https://www.wikidata.org/wiki/Q4984944,major,wikidata
Q5002375,Butch Benton,1957-08-24T00:00:00Z,MLB,Baseball,110880,P3541,https://www.wikidata.org/wiki/Q5002375,major,wikidata
Q5084913,Charlie Gilbert,1919-07-08T00:00:00Z,MLB,Baseball,114773,P3541,https://www.wikidata.org/wiki/Q5084913,major,wikidata
Q5129843,Clay Bryant,1911-11-26T00:00:00Z,MLB,Baseball,111641,P3541,https://www.wikidata.org/wiki/Q5129843,major,wikidata
Q5228984,Dave Hollins,1966-05-25T00:00:00Z,MLB,Baseball,116083,P3541,https://www.wikidata.org/wiki/Q5228984,major,wikidata
Q5229280,Dave Marshall,1943-01-14T00:00:00Z,MLB,Baseball,118315,P3541,https://www.wikidata.org/wiki/Q5229280,major,wikidata
Q5272784,Dick Conway,1866-04-25T00:00:00Z,MLB,Baseball,112612,P3541,https://www.wikidata.org/wiki/Q5272784,major,wikidata
Q5273276,Dick Pole,1950-10-13T00:00:00Z,MLB,Baseball,120649,P3541,https://www.wikidata.org/wiki/Q5273276,major,wikidata
Q5274815,Diego Seguí,1937-08-17T00:00:00Z,MLB,Baseball,121978,P3541,https://www.wikidata.org/wiki/Q5274815,major,wikidata
Q5312317,Duff Brumley,1970-08-25T00:00:00Z,MLB,Baseball,111625,P3541,https://www.wikidata.org/wiki/Q5312317,major,wikidata
Q5318243,Dwight Stone,1886-08-02T00:00:00Z,MLB,Baseball,122821,P3541,https://www.wikidata.org/wiki/Q5318243,major,wikidata
Q5334956,Ed Holly,1879-07-06T00:00:00Z,MLB,Baseball,116091,P3541,https://www.wikidata.org/wiki/Q5334956,major,wikidata
Q5462380,Floyd Baker,1916-10-10T00:00:00Z,MLB,Baseball,110472,P3541,https://www.wikidata.org/wiki/Q5462380,major,wikidata
Q5485160,Frank Baker,1946-10-29T00:00:00Z,MLB,Baseball,110474,P3541,https://www.wikidata.org/wiki/Q5485160,major,wikidata
Q5525118,Gary Geiger,1937-04-04T00:00:00Z,MLB,Baseball,114685,P3541,https://www.wikidata.org/wiki/Q5525118,major,wikidata
Q5525651,Gary Neibauer,1944-10-29T00:00:00Z,MLB,Baseball,119688,P3541,https://www.wikidata.org/wiki/Q5525651,major,wikidata
Q5640888,Hal Peck,1917-04-20T00:00:00Z,MLB,Baseball,120343,P3541,https://www.wikidata.org/wiki/Q5640888,major,wikidata
Q5976056,Mark Redman,1974-01-05T00:00:00Z,MLB,Baseball,150230,P3541,https://www.wikidata.org/wiki/Q5976056,major,wikidata
Q6114339,Jack Niemes,1919-10-19T00:00:00Z,MLB,Baseball,119793,P3541,https://www.wikidata.org/wiki/Q6114339,major,wikidata
Q6116252,Jackie Brandt,1934-04-28T00:00:00Z,MLB,Baseball,111388,P3541,https://www.wikidata.org/wiki/Q6116252,major,wikidata
Q6146955,Tim Corcoran,1953-03-19T00:00:00Z,MLB,Baseball,112679,P3541,https://www.wikidata.org/wiki/Q6146955,major,wikidata
Q6208055,Jody Davis,1956-11-12T00:00:00Z,MLB,Baseball,113118,P3541,https://www.wikidata.org/wiki/Q6208055,major,wikidata
Q6208939,Joe Callahan,1916-10-08T00:00:00Z,MLB,Baseball,111889,P3541,https://www.wikidata.org/wiki/Q6208939,major,wikidata
Q6209710,Joe Erautt,1921-09-01T00:00:00Z,MLB,Baseball,113874,P3541,https://www.wikidata.org/wiki/Q6209710,major,wikidata
Q6212617,Joe Taylor,1926-03-02T00:00:00Z,MLB,Baseball,123144,P3541,https://www.wikidata.org/wiki/Q6212617,major,wikidata
Q6227926,John Curran,1852-01-01T00:00:00Z,MLB,Baseball,112952,P3541,https://www.wikidata.org/wiki/Q6227926,major,wikidata
Q6236433,John Grimes,1869-04-17T00:00:00Z,MLB,Baseball,115164,P3541,https://www.wikidata.org/wiki/Q6236433,major,wikidata
Q6248999,John Mitchell,1965-08-11T00:00:00Z,MLB,Baseball,119193,P3541,https://www.wikidata.org/wiki/Q6248999,major,wikidata
Q6292571,José Jiménez,1973-07-07T00:00:00Z,MLB,Baseball,150455,P3541,https://www.wikidata.org/wiki/Q6292571,major,wikidata
Q6387434,Ken Chase,1913-10-06T00:00:00Z,MLB,Baseball,112217,P3541,https://www.wikidata.org/wiki/Q6387434,major,wikidata
Q6388627,Ken Trinkle,1919-12-15T00:00:00Z,MLB,Baseball,123468,P3541,https://www.wikidata.org/wiki/Q6388627,major,wikidata
Q6406330,Kiko Garcia,1953-10-14T00:00:00Z,MLB,Baseball,114582,P3541,https://www.wikidata.org/wiki/Q6406330,major,wikidata
Q6724255,Mack Stewart,1914-09-23T00:00:00Z,MLB,Baseball,122788,P3541,https://www.wikidata.org/wiki/Q6724255,major,wikidata
Q6768537,Mark Lee,1953-06-14T00:00:00Z,MLB,Baseball,117608,P3541,https://www.wikidata.org/wiki/Q6768537,major,wikidata
Q7089671,Omar Daal,1972-02-23T00:00:00Z,MLB,Baseball,112984,P3541,https://www.wikidata.org/wiki/Q7089671,major,wikidata
Q7143314,Pat Combs,1966-10-29T00:00:00Z,MLB,Baseball,112535,P3541,https://www.wikidata.org/wiki/Q7143314,major,wikidata
Q7149400,Paul Blair,1944-02-01T00:00:00Z,MLB,Baseball,111058,P3541,https://www.wikidata.org/wiki/Q7149400,major,wikidata
Q7149618,Paul Busby,1918-08-25T00:00:00Z,MLB,Baseball,111786,P3541,https://www.wikidata.org/wiki/Q7149618,major,wikidata
Q7364201,Ron Negray,1930-02-26T00:00:00Z,MLB,Baseball,119685,P3541,https://www.wikidata.org/wiki/Q7364201,major,wikidata
Q7373422,Roy Thomas,1953-06-22T00:00:00Z,MLB,Baseball,123263,P3541,https://www.wikidata.org/wiki/Q7373422,major,wikidata
Q7382592,Rusty Greer,1969-01-21T00:00:00Z,MLB,Baseball,115114,P3541,https://www.wikidata.org/wiki/Q7382592,major,wikidata
Q7382623,Rusty McNealy,1958-08-12T00:00:00Z,MLB,Baseball,118851,P3541,https://www.wikidata.org/wiki/Q7382623,major,wikidata
Q7403263,Sal Campisi,1942-08-11T00:00:00Z,MLB,Baseball,111944,P3541,https://www.wikidata.org/wiki/Q7403263,major,wikidata
Q7407420,Sam Dodge,1899-12-19T00:00:00Z,MLB,Baseball,113416,P3541,https://www.wikidata.org/wiki/Q7407420,major,wikidata
Q7493466,Sheldon Burnside,1954-12-22T00:00:00Z,MLB,Baseball,111763,P3541,https://www.wikidata.org/wiki/Q7493466,major,wikidata
Q7816426,Tom Kelly,1950-08-15T00:00:00Z,MLB,Baseball,116946,P3541,https://www.wikidata.org/wiki/Q7816426,major,wikidata
Q7818121,Tom Yewcic,1932-05-09T00:00:00Z,MLB,Baseball,124667,P3541,https://www.wikidata.org/wiki/Q7818121,major,wikidata
Q7969048,Ward Miller,1884-07-05T00:00:00Z,MLB,Baseball,119128,P3541,https://www.wikidata.org/wiki/Q7969048,major,wikidata
Q7999835,Wiki González,1974-05-17T00:00:00Z,MLB,Baseball,150435,P3541,https://www.wikidata.org/wiki/Q7999835,major,wikidata
Q8023277,Wilson Álvarez,1970-03-24T00:00:00Z,MLB,Baseball,110209,P3541,https://www.wikidata.org/wiki/Q8023277,major,wikidata
Q12064131,Harry Niles,1880-09-10T00:00:00Z,MLB,Baseball,119801,P3541,https://www.wikidata.org/wiki/Q12064131,major,wikidata
Q13305227,Ryan Brasier,1987-08-26T00:00:00Z,MLB,Baseball,518489,P3541,https://www.wikidata.org/wiki/Q13305227,major,wikidata
Q15999091,Ike Boone,1897-02-17T00:00:00Z,MLB,Baseball,111217,P3541,https://www.wikidata.org/wiki/Q15999091,major,wikidata
Q16013486,Ray Moore,1926-06-01T00:00:00Z,MLB,Baseball,119315,P3541,https://www.wikidata.org/wiki/Q16013486,major,wikidata
Q16105491,Morrie Steevens,1940-10-07T00:00:00Z,MLB,Baseball,122714,P3541,https://www.wikidata.org/wiki/Q16105491,major,wikidata
Q16116402,Skip Pitlock,1947-11-06T00:00:00Z,MLB,Baseball,120603,P3541,https://www.wikidata.org/wiki/Q16116402,major,wikidata
Q16194609,Chris James,1962-10-04T00:00:00Z,MLB,Baseball,116477,P3541,https://www.wikidata.org/wiki/Q16194609,major,wikidata
Q16194797,Kevin Seitzer,1962-03-26T00:00:00Z,MLB,Baseball,121983,P3541,https://www.wikidata.org/wiki/Q16194797,major,wikidata
Q18386052,Juan Pizarro,1937-02-07T00:00:00Z,MLB,Baseball,120612,P3541,https://www.wikidata.org/wiki/Q18386052,major,wikidata
Q20745322,Yaisel Sierra,1991-06-01T00:00:00Z,MLB,Baseball,666888,P3541,https://www.wikidata.org/wiki/Q20745322,major,wikidata
Q21007330,Yadiel Rivera,1992-05-02T00:00:00Z,MLB,Baseball,592680,P3541,https://www.wikidata.org/wiki/Q21007330,major,wikidata
Q29107602,Antonio Senzatela,1995-01-21T00:00:00Z,MLB,Baseball,622608,P3541,https://www.wikidata.org/wiki/Q29107602,major,wikidata
Q62755797,Chris Ellis,1992-09-22T00:00:00Z,MLB,Baseball,595939,P3541,https://www.wikidata.org/wiki/Q62755797,major,wikidata
Q102162607,Jaden Hill,1999-12-22T00:00:00Z,MLB,Baseball,677955,P3541,https://www.wikidata.org/wiki/Q102162607,major,wikidata
Q103813549,Joe Gatto,1995-06-14T00:00:00Z,MLB,Baseball,656450,P3541,https://www.wikidata.org/wiki/Q103813549,major,wikidata
Q106866460,Johneshwy Fargas,1994-12-15T00:00:00Z,MLB,Baseball,641561,P3541,https://www.wikidata.org/wiki/Q106866460,major,wikidata
Q109648655,Luke Waddell,1998-07-13T00:00:00Z,MLB,Baseball,680672,P3541,https://www.wikidata.org/wiki/Q109648655,major,wikidata
Q110256256,Nelson Velázquez,1998-12-26T00:00:00Z,MLB,Baseball,676369,P3541,https://www.wikidata.org/wiki/Q110256256,major,wikidata
Q111112097,Jantzen Witte,1990-01-04T00:00:00Z,MLB,Baseball,642220,P3541,https://www.wikidata.org/wiki/Q111112097,major,wikidata
Q333035,Home Run Baker,1886-03-13T00:00:00Z,MLB,Baseball,110480,P3541,https://www.wikidata.org/wiki/Q333035,major,wikidata
Q448462,Paddy Driscoll,1896-01-11T00:00:00Z,MLB,Baseball,113571,P3541,https://www.wikidata.org/wiki/Q448462,major,wikidata
Q624471,Mike Busch,1968-07-07T00:00:00Z,MLB,Baseball,111789,P3541,https://www.wikidata.org/wiki/Q624471,major,wikidata
Q741227,Gary Varsho,1961-06-20T00:00:00Z,MLB,Baseball,123664,P3541,https://www.wikidata.org/wiki/Q741227,major,wikidata
Q861479,Tommy Hunter,1986-07-03T00:00:00Z,MLB,Baseball,488984,P3541,https://www.wikidata.org/wiki/Q861479,major,wikidata
Q910782,Brett Gardner,1983-08-24T00:00:00Z,MLB,Baseball,458731,P3541,https://www.wikidata.org/wiki/Q910782,major,wikidata
Q1030203,Phil Rizzuto,1917-09-25T00:00:00Z,MLB,Baseball,121257,P3541,https://www.wikidata.org/wiki/Q1030203,major,wikidata
Q1040784,Kei Igawa,1979-07-13T00:00:00Z,MLB,Baseball,506432,P3541,https://www.wikidata.org/wiki/Q1040784,major,wikidata
Q1046029,Eric Young,1967-05-18T00:00:00Z,MLB,Baseball,124695,P3541,https://www.wikidata.org/wiki/Q1046029,major,wikidata
Q1131278,Todd Helton,1973-08-20T00:00:00Z,MLB,Baseball,115732,P3541,https://www.wikidata.org/wiki/Q1131278,major,wikidata
Q1282610,Edd Roush,1893-05-08T00:00:00Z,MLB,Baseball,121497,P3541,https://www.wikidata.org/wiki/Q1282610,major,wikidata
Q1376903,Andruw Jones,1977-04-23T00:00:00Z,MLB,Baseball,116662,P3541,https://www.wikidata.org/wiki/Q1376903,major,wikidata
Q1572862,George Bell,1959-10-21T00:00:00Z,MLB,Baseball,110823,P3541,https://www.wikidata.org/wiki/Q1572862,major,wikidata
Q3029140,Matt Lindstrom,1980-02-11T00:00:00Z,MLB,Baseball,434637,P3541,https://www.wikidata.org/wiki/Q3029140,major,wikidata
Q3035629,Domonic Brown,1987-09-03T00:00:00Z,MLB,Baseball,502126,P3541,https://www.wikidata.org/wiki/Q3035629,major,wikidata
Q3035912,Don Sutton,1945-04-02T00:00:00Z,MLB,Baseball,123006,P3541,https://www.wikidata.org/wiki/Q3035912,major,wikidata
Q3126788,Hank Bauer,1922-07-31T00:00:00Z,MLB,Baseball,110697,P3541,https://www.wikidata.org/wiki/Q3126788,major,wikidata
Q3132643,Henry Blanco,1971-08-29T00:00:00Z,MLB,Baseball,111072,P3541,https://www.wikidata.org/wiki/Q3132643,major,wikidata
Q3185955,Josh Butler,1984-12-11T00:00:00Z,MLB,Baseball,453332,P3541,https://www.wikidata.org/wiki/Q3185955,major,wikidata
Q3190498,Justin Speier,1973-11-06T00:00:00Z,MLB,Baseball,133221,P3541,https://www.wikidata.org/wiki/Q3190498,major,wikidata
Q3217084,Landon Powell,1982-03-19T00:00:00Z,MLB,Baseball,445169,P3541,https://www.wikidata.org/wiki/Q3217084,major,wikidata
Q3294249,Mark Sweeney,1969-10-26T00:00:00Z,MLB,Baseball,123040,P3541,https://www.wikidata.org/wiki/Q3294249,major,wikidata
Q3307322,Mike Sweeney,1973-07-22T00:00:00Z,MLB,Baseball,123041,P3541,https://www.wikidata.org/wiki/Q3307322,major,wikidata
Q3418689,Ramón Martínez,1972-10-10T00:00:00Z,MLB,Baseball,134002,P3541,https://www.wikidata.org/wiki/Q3418689,major,wikidata
Q3434154,Rob Bowen,1981-02-24T00:00:00Z,MLB,Baseball,425468,P3541,https://www.wikidata.org/wiki/Q3434154,major,wikidata
Q3528708,Tim Wallach,1957-09-14T00:00:00Z,MLB,Baseball,123865,P3541,https://www.wikidata.org/wiki/Q3528708,major,wikidata
Q3538600,Trevor Plouffe,1986-06-15T00:00:00Z,MLB,Baseball,461858,P3541,https://www.wikidata.org/wiki/Q3538600,major,wikidata
Q3569226,Wily Peralta,1989-05-08T00:00:00Z,MLB,Baseball,503449,P3541,https://www.wikidata.org/wiki/Q3569226,major,wikidata
Q3574506,Zach Phillips,1986-09-21T00:00:00Z,MLB,Baseball,452061,P3541,https://www.wikidata.org/wiki/Q3574506,major,wikidata
Q4662290,Aaron Myette,1977-09-26T00:00:00Z,MLB,Baseball,150329,P3541,https://www.wikidata.org/wiki/Q4662290,major,wikidata
Q4794816,Arnie Muñoz,1982-06-21T00:00:00Z,MLB,Baseball,408097,P3541,https://www.wikidata.org/wiki/Q4794816,major,wikidata
Q4796676,Art Allison,1849-01-29T00:00:00Z,MLB,Baseball,110170,P3541,https://www.wikidata.org/wiki/Q4796676,major,wikidata
Q4909328,Bill Hart,1913-03-04T00:00:00Z,MLB,Baseball,115559,P3541,https://www.wikidata.org/wiki/Q4909328,major,wikidata
Q4910454,Bill Pecota,1960-02-16T00:00:00Z,MLB,Baseball,120345,P3541,https://www.wikidata.org/wiki/Q4910454,major,wikidata
Q4931721,Bob Bailor,1951-07-10T00:00:00Z,MLB,Baseball,110454,P3541,https://www.wikidata.org/wiki/Q4931721,major,wikidata
Q4932554,Bob Glenalvin,1867-01-17T00:00:00Z,MLB,Baseball,114863,P3541,https://www.wikidata.org/wiki/Q4932554,major,wikidata
Q4932944,Bob Johnson,1943-04-25T00:00:00Z,MLB,Baseball,116619,P3541,https://www.wikidata.org/wiki/Q4932944,major,wikidata
Q4934159,Bob Taylor,1944-03-20T00:00:00Z,MLB,Baseball,123152,P3541,https://www.wikidata.org/wiki/Q4934159,major,wikidata
Q4961922,Bret Boone,1969-04-06T00:00:00Z,MLB,Baseball,111214,P3541,https://www.wikidata.org/wiki/Q4961922,major,wikidata
Q5085145,Charlie Leibrandt,1956-10-04T00:00:00Z,MLB,Baseball,117643,P3541,https://www.wikidata.org/wiki/Q5085145,major,wikidata
Q5105984,Chris Brock,1970-02-05T00:00:00Z,MLB,Baseball,111496,P3541,https://www.wikidata.org/wiki/Q5105984,major,wikidata
Q5107180,Chris Lambert,1983-03-08T00:00:00Z,MLB,Baseball,461836,P3541,https://www.wikidata.org/wiki/Q5107180,major,wikidata
